id_odsp,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n
YHnTzK3s/,/soccer/italy/serie-a/ac-milan-bologna-YHnTzK3s/,TRUE,2016-01-06,I1,2016,italy,AC Milan,Bologna,0,1,1.58,4.29,8,NA,NA,NA,NA
CK50bSXF/,/soccer/france/ligue-1-2015-2016/paris-sg-bastia-CK50bSXF/,TRUE,2016-01-08,F1,2016,france,Paris Saint-Germain,Bastia,2,0,1.12,12,41.52,NA,NA,NA,NA
0Wd7pXvJ/,/soccer/spain/primera-division/getafe-betis-0Wd7pXvJ/,TRUE,2016-01-09,SP1,2016,spain,Getafe,Real Betis,1,0,2.03,3.64,4.5,NA,NA,NA,NA
6qQ9mcmm/,/soccer/italy/serie-a/carpi-udinese-6qQ9mcmm/,TRUE,2016-01-09,I1,2016,italy,Carpi,Udinese,2,1,3.3,3.26,2.54,NA,NA,NA,NA
bH1da8I9/,/soccer/france/ligue-1-2015-2016/lyon-troyes-bH1da8I9/,TRUE,2016-01-09,F1,2016,france,Lyon,Troyes,4,1,1.45,5.6,9.7,NA,NA,NA,NA
CpeUaCv6/,/soccer/spain/primera-division/levante-rayo-vallecano-CpeUaCv6/,TRUE,2016-01-09,SP1,2016,spain,Levante,Rayo Vallecano,2,1,2.52,3.5,3.32,NA,NA,NA,NA
dYIMpeX5/,/soccer/italy/serie-a/fiorentina-lazio-dYIMpeX5/,TRUE,2016-01-09,I1,2016,italy,Fiorentina,Lazio,1,3,2.14,3.55,4.52,NA,NA,NA,NA
fqe5cnmM/,/soccer/france/ligue-1-2015-2016/reims-toulouse-fqe5cnmM/,TRUE,2016-01-09,F1,2016,france,Stade de Reims,Toulouse,1,3,2.7,3.32,3.03,NA,NA,NA,NA
fVFWrmYS/,/soccer/france/ligue-1-2015-2016/angers-caen-fVFWrmYS/,TRUE,2016-01-09,F1,2016,france,Angers,Caen,2,0,2.82,3.05,3.25,NA,NA,NA,NA
Gvuf8zXP/,/soccer/spain/primera-division/real-madrid-dep-la-coruna-Gvuf8zXP/,TRUE,2016-01-09,SP1,2016,spain,Real Madrid,Deportivo La Coruna,5,0,1.22,9.6,20,NA,NA,NA,NA
GYLcv7tp/,/soccer/france/ligue-1-2015-2016/monaco-gfc-ajaccio-GYLcv7tp/,TRUE,2016-01-09,F1,2016,france,AS Monaco,GFC Ajaccio,2,2,1.68,3.8,7.4,NA,NA,NA,NA
OKKEnH2g/,/soccer/italy/serie-a/as-roma-ac-milan-OKKEnH2g/,TRUE,2016-01-09,I1,2016,italy,AS Roma,AC Milan,1,1,2.2,3.55,3.94,NA,NA,NA,NA
Q33l1Umc/,/soccer/france/ligue-1-2015-2016/montpellier-bordeaux-Q33l1Umc/,TRUE,2016-01-09,F1,2016,france,Montpellier,Bordeaux,0,1,2.52,3.3,3.48,NA,NA,NA,NA
vXdM1Y9g/,/soccer/spain/primera-division/barcelona-granada-cf-vXdM1Y9g/,TRUE,2016-01-09,SP1,2016,spain,Barcelona,Granada,4,0,1.08,24.5,57.07,NA,NA,NA,NA
YJRL3fus/,/soccer/spain/primera-division/sevilla-ath-bilbao-YJRL3fus/,TRUE,2016-01-09,SP1,2016,spain,Sevilla,Athletic Bilbao,2,0,2.2,3.64,3.8,NA,NA,NA,NA
YZg9d62S/,/soccer/france/ligue-1-2015-2016/rennes-lorient-YZg9d62S/,TRUE,2016-01-09,F1,2016,france,Stade Rennes,Lorient,2,2,2.05,3.4,5.2,NA,NA,NA,NA
2BJIoyIa/,/soccer/italy/serie-a/atalanta-genoa-2BJIoyIa/,TRUE,2016-01-10,I1,2016,italy,Atalanta,Genoa,0,2,2.62,3.27,3.3,NA,NA,NA,NA
2yyj9GHJ/,/soccer/spain/primera-division/celta-vigo-atl-madrid-2yyj9GHJ/,TRUE,2016-01-10,SP1,2016,spain,Celta Vigo,Atletico Madrid,0,2,4.45,3.35,2.11,NA,NA,NA,NA
4f2h0l33/,/soccer/france/ligue-1-2015-2016/marseille-guingamp-4f2h0l33/,TRUE,2016-01-10,F1,2016,france,Marseille,Guingamp,0,0,1.74,3.9,6.8,NA,NA,NA,NA
AeL1wRej/,/soccer/france/ligue-1-2015-2016/nantes-st-etienne-AeL1wRej/,TRUE,2016-01-10,F1,2016,france,Nantes,St Etienne,2,1,2.6,3.2,3.34,NA,NA,NA,NA
AyNQqFnC/,/soccer/italy/serie-a/sampdoria-juventus-AyNQqFnC/,TRUE,2016-01-10,I1,2016,italy,Sampdoria,Juventus,1,2,7.76,4.2,1.61,NA,NA,NA,NA
CAQP2Efm/,/soccer/spain/primera-division/eibar-espanyol-CAQP2Efm/,TRUE,2016-01-10,SP1,2016,spain,Eibar,Espanyol,2,1,2.14,3.46,4.17,NA,NA,NA,NA
dWNtjj9o/,/soccer/italy/serie-a/bologna-chievo-dWNtjj9o/,TRUE,2016-01-10,I1,2016,italy,Bologna,Chievo Verona,0,1,2.72,3.1,3.25,NA,NA,NA,NA
h0CVrZ1I/,/soccer/italy/serie-a/verona-palermo-h0CVrZ1I/,TRUE,2016-01-10,I1,2016,italy,Hellas Verona,Palermo,0,1,2.3,3.5,3.6,NA,NA,NA,NA
h6gangA6/,/soccer/spain/primera-division/real-sociedad-valencia-h6gangA6/,TRUE,2016-01-10,SP1,2016,spain,Real Sociedad,Valencia,2,0,2.32,3.62,3.5,NA,NA,NA,NA
INeQ0hPa/,/soccer/spain/primera-division/villarreal-gijon-INeQ0hPa/,TRUE,2016-01-10,SP1,2016,spain,Villarreal,Sporting Gijon,2,0,1.53,4.7,8.8,NA,NA,NA,NA
lnK5xoBd/,/soccer/france/ligue-1-2015-2016/lille-nice-lnK5xoBd/,TRUE,2016-01-10,F1,2016,france,Lille,Nice,1,1,2.04,3.46,4.5,NA,NA,NA,NA
Mub3oDPC/,/soccer/spain/primera-division/ud-las-palmas-malaga-Mub3oDPC/,TRUE,2016-01-10,SP1,2016,spain,Las Palmas,Malaga,1,1,2.78,3.3,3,NA,NA,NA,NA
ShR5lwYt/,/soccer/italy/serie-a/torino-empoli-ShR5lwYt/,TRUE,2016-01-10,I1,2016,italy,Torino,Empoli,0,1,2.02,3.42,4.65,NA,NA,NA,NA
UPZbR6Wp/,/soccer/italy/serie-a/frosinone-napoli-UPZbR6Wp/,TRUE,2016-01-10,I1,2016,italy,Frosinone,Napoli,1,5,17,7.71,1.28,NA,NA,NA,NA
zNMpkAOi/,/soccer/italy/serie-a/inter-sassuolo-zNMpkAOi/,TRUE,2016-01-10,I1,2016,italy,Internazionale,Sassuolo,0,1,1.73,4,6,NA,NA,NA,NA
0I9MsV6s/,/soccer/england/premier-league-2015-2016/newcastle-utd-manchester-united-0I9MsV6s/,TRUE,2016-01-12,E0,2016,england,Newcastle,Manchester Utd,3,3,5.1,3.84,1.88,NA,NA,NA,NA
C0F7QTy7/,/soccer/england/premier-league-2015-2016/bournemouth-west-ham-C0F7QTy7/,TRUE,2016-01-12,E0,2016,england,Bournemouth,West Ham,1,3,2.06,3.84,4.05,NA,NA,NA,NA
jiEBPmiD/,/soccer/england/premier-league-2015-2016/aston-villa-crystal-palace-jiEBPmiD/,TRUE,2016-01-12,E0,2016,england,Aston Villa,Crystal Palace,1,0,3.48,3.32,2.57,NA,NA,NA,NA
6mdpltmc/,/soccer/england/premier-league-2015-2016/swansea-sunderland-6mdpltmc/,TRUE,2016-01-13,E0,2016,england,Swansea,Sunderland,2,4,1.94,3.66,5.2,NA,NA,NA,NA
j72ZvTj0/,/soccer/england/premier-league-2015-2016/tottenham-leicester-j72ZvTj0/,TRUE,2016-01-13,E0,2016,england,Tottenham,Leicester City,0,1,1.88,3.8,5.1,NA,NA,NA,NA
jqKnlXTD/,/soccer/england/premier-league-2015-2016/liverpool-arsenal-jqKnlXTD/,TRUE,2016-01-13,E0,2016,england,Liverpool,Arsenal,3,3,2.85,3.5,2.99,NA,NA,NA,NA
MXcVu9yf/,/soccer/england/premier-league-2015-2016/stoke-city-norwich-MXcVu9yf/,TRUE,2016-01-13,E0,2016,england,Stoke City,Norwich City,3,1,2.1,3.5,4.35,NA,NA,NA,NA
OdIfnBbQ/,/soccer/england/premier-league-2015-2016/manchester-city-everton-OdIfnBbQ/,TRUE,2016-01-13,E0,2016,england,Manchester City,Everton,0,0,1.57,4.75,6.85,NA,NA,NA,NA
rsaRtkMm/,/soccer/england/premier-league-2015-2016/southampton-watford-rsaRtkMm/,TRUE,2016-01-13,E0,2016,england,Southampton,Watford,2,0,2.07,3.6,4.15,NA,NA,NA,NA
UZIjmiqK/,/soccer/england/premier-league-2015-2016/chelsea-west-brom-UZIjmiqK/,TRUE,2016-01-13,E0,2016,england,Chelsea,West Brom,2,2,1.52,4.7,9.49,NA,NA,NA,NA
l6GvCo2F/,/soccer/france/ligue-1-2015-2016/nice-angers-l6GvCo2F/,TRUE,2016-01-15,F1,2016,france,Nice,Angers,2,1,2.22,3.25,4.55,NA,NA,NA,NA
0U7Aq6hT/,/soccer/italy/serie-a/atalanta-inter-0U7Aq6hT/,TRUE,2016-01-16,I1,2016,italy,Atalanta,Internazionale,1,1,4.5,3.6,2.17,NA,NA,NA,NA
21dXaUSP/,/soccer/england/premier-league-2015-2016/manchester-city-crystal-palace-21dXaUSP/,TRUE,2016-01-16,E0,2016,england,Manchester City,Crystal Palace,4,0,1.47,5.3,9.5,NA,NA,NA,NA
8WGO9m8U/,/soccer/spain/primera-division/villarreal-betis-8WGO9m8U/,TRUE,2016-01-16,SP1,2016,spain,Villarreal,Real Betis,0,0,1.57,4.55,7.8,NA,NA,NA,NA
A79oxRzJ/,/soccer/england/premier-league-2015-2016/chelsea-everton-A79oxRzJ/,TRUE,2016-01-16,E0,2016,england,Chelsea,Everton,3,3,1.92,4.1,5.5,NA,NA,NA,NA
AuyT1m8c/,/soccer/italy/serie-a/napoli-sassuolo-AuyT1m8c/,TRUE,2016-01-16,I1,2016,italy,Napoli,Sassuolo,3,1,1.37,6,11.23,NA,NA,NA,NA
b1usSUNb/,/soccer/spain/primera-division/sevilla-malaga-b1usSUNb/,TRUE,2016-01-16,SP1,2016,spain,Sevilla,Malaga,2,1,1.85,3.85,5.4,NA,NA,NA,NA
CMjrw7LC/,/soccer/england/premier-league-2015-2016/aston-villa-leicester-CMjrw7LC/,TRUE,2016-01-16,E0,2016,england,Aston Villa,Leicester City,1,1,3.8,3.65,2.25,NA,NA,NA,NA
CpsZTjgn/,/soccer/spain/primera-division/celta-vigo-levante-CpsZTjgn/,TRUE,2016-01-16,SP1,2016,spain,Celta Vigo,Levante,4,3,1.58,4.45,7.6,NA,NA,NA,NA
fTYkQ8hB/,/soccer/spain/primera-division/real-sociedad-dep-la-coruna-fTYkQ8hB/,TRUE,2016-01-16,SP1,2016,spain,Real Sociedad,Deportivo La Coruna,1,1,2.08,3.6,4.8,NA,NA,NA,NA
Mow4f8jm/,/soccer/england/premier-league-2015-2016/southampton-west-brom-Mow4f8jm/,TRUE,2016-01-16,E0,2016,england,Southampton,West Brom,3,0,1.78,3.75,6.5,NA,NA,NA,NA
QVw8fJWs/,/soccer/france/ligue-1-2015-2016/bastia-montpellier-QVw8fJWs/,TRUE,2016-01-16,F1,2016,france,Bastia,Montpellier,1,0,3.4,3.13,2.82,NA,NA,NA,NA
QXUqj4ud/,/soccer/france/ligue-1-2015-2016/troyes-rennes-QXUqj4ud/,TRUE,2016-01-16,F1,2016,france,Troyes,Stade Rennes,2,4,4,3.45,2.26,NA,NA,NA,NA
r9uuipQk/,/soccer/france/ligue-1-2015-2016/guingamp-nantes-r9uuipQk/,TRUE,2016-01-16,F1,2016,france,Guingamp,Nantes,2,2,2.53,3.1,3.9,NA,NA,NA,NA
rev0elys/,/soccer/england/premier-league-2015-2016/newcastle-utd-west-ham-rev0elys/,TRUE,2016-01-16,E0,2016,england,Newcastle,West Ham,2,1,2.55,3.5,3.4,NA,NA,NA,NA
UBtChnLa/,/soccer/england/premier-league-2015-2016/tottenham-sunderland-UBtChnLa/,TRUE,2016-01-16,E0,2016,england,Tottenham,Sunderland,4,1,1.45,5.49,10,NA,NA,NA,NA
Uc1wvm66/,/soccer/england/premier-league-2015-2016/bournemouth-norwich-Uc1wvm66/,TRUE,2016-01-16,E0,2016,england,Bournemouth,Norwich City,3,0,1.98,3.7,4.85,NA,NA,NA,NA
UqbtvpGj/,/soccer/italy/serie-a/torino-frosinone-UqbtvpGj/,TRUE,2016-01-16,I1,2016,italy,Torino,Frosinone,4,2,1.4,5.59,11,NA,NA,NA,NA
vyZmkOf2/,/soccer/france/ligue-1-2015-2016/bordeaux-lille-vyZmkOf2/,TRUE,2016-01-16,F1,2016,france,Bordeaux,Lille,1,0,2.48,3.13,3.8,NA,NA,NA,NA
WStGhc1f/,/soccer/france/ligue-1-2015-2016/toulouse-paris-sg-WStGhc1f/,TRUE,2016-01-16,F1,2016,france,Toulouse,Paris Saint-Germain,0,1,7,4.35,1.61,NA,NA,NA,NA
WULZCRn9/,/soccer/france/ligue-1-2015-2016/gfc-ajaccio-reims-WULZCRn9/,TRUE,2016-01-16,F1,2016,france,GFC Ajaccio,Stade de Reims,2,2,2.35,3.3,3.9,NA,NA,NA,NA
42E1oSNG/,/soccer/italy/serie-a/ac-milan-fiorentina-42E1oSNG/,TRUE,2016-01-17,I1,2016,italy,AC Milan,Fiorentina,2,0,2.5,3.3,3.44,NA,NA,NA,NA
4ItyhQAq/,/soccer/france/ligue-1-2015-2016/st-etienne-lyon-4ItyhQAq/,TRUE,2016-01-17,F1,2016,france,St Etienne,Lyon,1,0,2.95,3.3,2.84,NA,NA,NA,NA
fTCKAThO/,/soccer/spain/primera-division/real-madrid-gijon-fTCKAThO/,TRUE,2016-01-17,SP1,2016,spain,Real Madrid,Sporting Gijon,5,1,1.1,15.5,36,NA,NA,NA,NA
G8x8gS5g/,/soccer/england/premier-league-2015-2016/stoke-city-arsenal-G8x8gS5g/,TRUE,2016-01-17,E0,2016,england,Stoke City,Arsenal,0,0,3.75,3.35,2.47,NA,NA,NA,NA
hvNVD7X2/,/soccer/france/ligue-1-2015-2016/lorient-monaco-hvNVD7X2/,TRUE,2016-01-17,F1,2016,france,Lorient,AS Monaco,0,2,3.3,3.34,2.51,NA,NA,NA,NA
I9fxuQ0p/,/soccer/italy/serie-a/udinese-juventus-I9fxuQ0p/,TRUE,2016-01-17,I1,2016,italy,Udinese,Juventus,0,4,6,3.79,1.84,NA,NA,NA,NA
IoCklUwb/,/soccer/italy/serie-a/chievo-empoli-IoCklUwb/,TRUE,2016-01-17,I1,2016,italy,Chievo Verona,Empoli,1,1,2.62,3.2,3.64,NA,NA,NA,NA
KAtwTA8h/,/soccer/spain/primera-division/barcelona-ath-bilbao-KAtwTA8h/,TRUE,2016-01-17,SP1,2016,spain,Barcelona,Athletic Bilbao,6,0,1.23,9.04,20.13,NA,NA,NA,NA
KhwCgwnl/,/soccer/france/ligue-1-2015-2016/caen-marseille-KhwCgwnl/,TRUE,2016-01-17,F1,2016,france,Caen,Marseille,1,3,3.4,3.4,2.6,NA,NA,NA,NA
ljYgPS7H/,/soccer/spain/primera-division/ud-las-palmas-atl-madrid-ljYgPS7H/,TRUE,2016-01-17,SP1,2016,spain,Las Palmas,Atletico Madrid,0,3,8,4.15,1.72,NA,NA,NA,NA
Mw96pnwN/,/soccer/italy/serie-a/carpi-sampdoria-Mw96pnwN/,TRUE,2016-01-17,I1,2016,italy,Carpi,Sampdoria,2,1,2.7,3.31,3.4,NA,NA,NA,NA
OAcT0ADJ/,/soccer/england/premier-league-2015-2016/liverpool-manchester-united-OAcT0ADJ/,TRUE,2016-01-17,E0,2016,england,Liverpool,Manchester Utd,0,1,2.73,3.2,3.25,NA,NA,NA,NA
QBFcn88A/,/soccer/italy/serie-a/genoa-palermo-QBFcn88A/,TRUE,2016-01-17,I1,2016,italy,Genoa,Palermo,4,0,1.84,3.75,5.95,NA,NA,NA,NA
tQUoRlw5/,/soccer/spain/primera-division/valencia-rayo-vallecano-tQUoRlw5/,TRUE,2016-01-17,SP1,2016,spain,Valencia,Rayo Vallecano,2,2,1.64,4.6,6.6,NA,NA,NA,NA
WlGgmlg4/,/soccer/italy/serie-a/as-roma-verona-WlGgmlg4/,TRUE,2016-01-17,I1,2016,italy,AS Roma,Hellas Verona,1,1,1.4,5.8,12.55,NA,NA,NA,NA
WlxP2Thi/,/soccer/italy/serie-a/bologna-lazio-WlxP2Thi/,TRUE,2016-01-17,I1,2016,italy,Bologna,Lazio,2,2,4.1,3.4,2.17,NA,NA,NA,NA
YgrVUWwt/,/soccer/spain/primera-division/getafe-espanyol-YgrVUWwt/,TRUE,2016-01-17,SP1,2016,spain,Getafe,Espanyol,3,1,2.27,3.38,3.85,NA,NA,NA,NA
06DGB9wI/,/soccer/spain/primera-division/eibar-granada-cf-06DGB9wI/,TRUE,2016-01-18,SP1,2016,spain,Eibar,Granada,5,1,1.85,3.7,5.4,NA,NA,NA,NA
pvelm023/,/soccer/england/premier-league-2015-2016/swansea-watford-pvelm023/,TRUE,2016-01-18,E0,2016,england,Swansea,Watford,1,0,2.48,3.36,3.74,NA,NA,NA,NA
GGCgUEVR/,/soccer/italy/serie-a/sassuolo-torino-GGCgUEVR/,TRUE,2016-01-20,I1,2016,italy,Sassuolo,Torino,1,1,2.58,3.32,3.46,NA,NA,NA,NA
2BmYPabS/,/soccer/spain/primera-division/gijon-real-sociedad-2BmYPabS/,TRUE,2016-01-22,SP1,2016,spain,Sporting Gijon,Real Sociedad,5,1,3.34,3.4,2.56,NA,NA,NA,NA
EVUasF8a/,/soccer/france/ligue-1-2015-2016/rennes-gfc-ajaccio-EVUasF8a/,TRUE,2016-01-22,F1,2016,france,Stade Rennes,GFC Ajaccio,1,0,1.98,3.45,5.13,NA,NA,NA,NA
MgwfjsnS/,/soccer/germany/bundesliga/hamburger-bayern-munich-MgwfjsnS/,TRUE,2016-01-22,D1,2016,germany,Hamburg SV,Bayern Munich,1,2,16,7.3,1.27,NA,NA,NA,NA
08YWlF0J/,/soccer/france/ligue-1-2015-2016/lille-troyes-08YWlF0J/,TRUE,2016-01-23,F1,2016,france,Lille,Troyes,1,3,1.47,4.9,9,NA,NA,NA,NA
27BG7rH2/,/soccer/germany/bundesliga/hoffenheim-bayer-leverkusen-27BG7rH2/,TRUE,2016-01-23,D1,2016,germany,TSG Hoffenheim,Bayer Leverkusen,1,1,5.36,4.2,1.83,NA,NA,NA,NA
8fXmcPMS/,/soccer/italy/serie-a/frosinone-atalanta-8fXmcPMS/,TRUE,2016-01-23,I1,2016,italy,Frosinone,Atalanta,0,0,3.32,3.54,2.42,NA,NA,NA,NA
8hQ0LJ6q/,/soccer/spain/primera-division/granada-cf-getafe-8hQ0LJ6q/,TRUE,2016-01-23,SP1,2016,spain,Granada,Getafe,3,2,2.64,3.3,3.15,NA,NA,NA,NA
8Iaaqyvm/,/soccer/france/ligue-1-2015-2016/paris-sg-angers-8Iaaqyvm/,TRUE,2016-01-23,F1,2016,france,Paris Saint-Germain,Angers,5,1,1.31,7.1,20,NA,NA,NA,NA
biUOkp5I/,/soccer/england/premier-league-2015-2016/leicester-stoke-city-biUOkp5I/,TRUE,2016-01-23,E0,2016,england,Leicester City,Stoke City,3,0,2,3.71,4.6,NA,NA,NA,NA
bqAPkw1J/,/soccer/france/ligue-1-2015-2016/montpellier-caen-bqAPkw1J/,TRUE,2016-01-23,F1,2016,france,Montpellier,Caen,1,2,2.28,3.44,4.45,NA,NA,NA,NA
CnETlcGP/,/soccer/france/ligue-1-2015-2016/nice-lorient-CnETlcGP/,TRUE,2016-01-23,F1,2016,france,Nice,Lorient,2,1,2.04,3.56,4.6,NA,NA,NA,NA
GfoMS1E9/,/soccer/spain/primera-division/espanyol-villarreal-GfoMS1E9/,TRUE,2016-01-23,SP1,2016,spain,Espanyol,Villarreal,2,2,3.08,3.35,2.73,NA,NA,NA,NA
hrVOjyW6/,/soccer/france/ligue-1-2015-2016/guingamp-bastia-hrVOjyW6/,TRUE,2016-01-23,F1,2016,france,Guingamp,Bastia,1,0,1.9,3.5,5.8,NA,NA,NA,NA
hxUPpL9k/,/soccer/germany/bundesliga/koln-vfb-stuttgart-hxUPpL9k/,TRUE,2016-01-23,D1,2016,germany,FC Cologne,VfB Stuttgart,1,3,2.15,3.61,3.84,NA,NA,NA,NA
I5vy0RxA/,/soccer/italy/serie-a/empoli-ac-milan-I5vy0RxA/,TRUE,2016-01-23,I1,2016,italy,Empoli,AC Milan,2,2,3.84,3.4,2.57,NA,NA,NA,NA
jPZvdLRi/,/soccer/england/premier-league-2015-2016/sunderland-bournemouth-jPZvdLRi/,TRUE,2016-01-23,E0,2016,england,Sunderland,Bournemouth,1,1,2.9,3.45,2.77,NA,NA,NA,NA
jRUKjQkC/,/soccer/england/premier-league-2015-2016/crystal-palace-tottenham-jRUKjQkC/,TRUE,2016-01-23,E0,2016,england,Crystal Palace,Tottenham,1,3,3.92,3.55,2.29,NA,NA,NA,NA
l4NYrav2/,/soccer/germany/bundesliga/hertha-berlin-augsburg-l4NYrav2/,TRUE,2016-01-23,D1,2016,germany,Hertha Berlin,FC Augsburg,0,0,2.21,3.48,4,NA,NA,NA,NA
MHZSkeoD/,/soccer/france/ligue-1-2015-2016/nantes-bordeaux-MHZSkeoD/,TRUE,2016-01-23,F1,2016,france,Nantes,Bordeaux,2,2,2.74,3.14,3.22,NA,NA,NA,NA
