id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
dvziVSSn/,dvziVSSn3,3,2,Attempt blocked. Alexis Sanchez (Arsenal) left footed shot from a difficult angle on the left is blocked. Assisted by Alex Iwobi.,1,12,1,Arsenal,Crystal Palace,alexis sanchez,alex iwobi,NA,NA,2,3,0,7,2,1,1,0
dvziVSSn/,dvziVSSn4,4,2,"Corner,  Arsenal. Conceded by James Tomkins.",2,NA,1,Arsenal,Crystal Palace,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn5,5,6,Attempt blocked. Mohamed Elneny (Arsenal) right footed shot from the centre of the box is blocked. Assisted by Alex Iwobi.,1,12,1,Arsenal,Crystal Palace,mohamed elneny,alex iwobi,NA,NA,2,3,0,3,1,1,1,0
dvziVSSn/,dvziVSSn6,6,6,"Corner,  Arsenal. Conceded by James Tomkins.",2,NA,1,Arsenal,Crystal Palace,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn7,7,7,Foul by Granit Xhaka (Arsenal).,3,NA,1,Arsenal,Crystal Palace,granit xhaka,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn8,8,7,Wilfried Zaha (Crystal Palace) wins a free kick on the left wing.,8,NA,2,Crystal Palace,Arsenal,wilfried zaha,NA,NA,NA,NA,NA,0,4,NA,0,NA,0
dvziVSSn/,dvziVSSn9,9,8,Foul by Andros Townsend (Crystal Palace).,3,NA,2,Crystal Palace,Arsenal,andros townsend,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn10,10,8,Nacho Monreal (Arsenal) wins a free kick in the defensive half.,8,NA,1,Arsenal,Crystal Palace,nacho monreal,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
dvziVSSn/,dvziVSSn11,11,10,"Corner,  Arsenal. Conceded by Andros Townsend.",2,NA,1,Arsenal,Crystal Palace,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn12,12,12,"Attempt missed. Alexis Sanchez (Arsenal) right footed shot from outside the box is close, but misses to the right. Assisted by Granit Xhaka.",1,12,1,Arsenal,Crystal Palace,alexis sanchez,granit xhaka,NA,NA,9,2,0,15,1,1,1,0
dvziVSSn/,dvziVSSn13,13,14,Foul by Lucas Perez (Arsenal).,3,NA,1,Arsenal,Crystal Palace,lucas perez,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn14,14,14,Joel Ward (Crystal Palace) wins a free kick in the defensive half.,8,NA,2,Crystal Palace,Arsenal,joel ward,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
dvziVSSn/,dvziVSSn15,15,16,Attempt saved. Alex Iwobi (Arsenal) right footed shot from the right side of the box is saved in the bottom left corner. Assisted by Lucas Perez.,1,12,1,Arsenal,Crystal Palace,alex iwobi,lucas perez,NA,NA,3,1,0,11,1,1,1,0
dvziVSSn/,dvziVSSn16,16,16,"Offside, Arsenal. Laurent Koscielny tries a through ball, but Olivier Giroud is caught offside.",9,13,1,Arsenal,Crystal Palace,olivier giroud,laurent koscielny,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn17,17,17,"Goal!  Arsenal 1, Crystal Palace 0. Olivier Giroud (Arsenal) left footed shot from the centre of the box to the top left corner. Assisted by Alexis Sanchez with a cross following a fast break.",1,12,1,Arsenal,Crystal Palace,olivier giroud,alexis sanchez,NA,NA,12,1,1,3,2,2,1,1
dvziVSSn/,dvziVSSn18,18,19,Alex Iwobi (Arsenal) wins a free kick on the right wing.,8,NA,1,Arsenal,Crystal Palace,alex iwobi,NA,NA,NA,NA,NA,0,5,NA,0,NA,0
dvziVSSn/,dvziVSSn19,19,19,Foul by Yohan Cabaye (Crystal Palace).,3,NA,2,Crystal Palace,Arsenal,yohan cabaye,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn20,20,23,"Corner,  Crystal Palace. Conceded by Olivier Giroud.",2,NA,2,Crystal Palace,Arsenal,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn21,21,26,"Offside, Crystal Palace. Martin Kelly tries a through ball, but Christian Benteke is caught offside.",9,13,2,Crystal Palace,Arsenal,christian benteke,martin kelly,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn22,22,26,"Attempt missed. Mohamed Elneny (Arsenal) right footed shot from outside the box is close, but misses to the left. Assisted by Alex Iwobi.",1,12,1,Arsenal,Crystal Palace,mohamed elneny,alex iwobi,NA,NA,8,2,0,15,1,1,1,0
dvziVSSn/,dvziVSSn23,23,28,Alexis Sanchez (Arsenal) wins a free kick on the left wing.,8,NA,1,Arsenal,Crystal Palace,alexis sanchez,NA,NA,NA,NA,NA,0,4,NA,0,NA,0
dvziVSSn/,dvziVSSn24,24,28,Foul by Jason Puncheon (Crystal Palace).,3,NA,2,Crystal Palace,Arsenal,jason puncheon,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn25,25,29,Foul by Mohamed Elneny (Arsenal).,3,NA,1,Arsenal,Crystal Palace,mohamed elneny,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn26,26,29,Wilfried Zaha (Crystal Palace) wins a free kick in the attacking half.,8,NA,2,Crystal Palace,Arsenal,wilfried zaha,NA,NA,NA,NA,NA,0,1,NA,0,NA,0
dvziVSSn/,dvziVSSn27,27,31,"Offside, Crystal Palace. James Tomkins tries a through ball, but Christian Benteke is caught offside.",9,13,2,Crystal Palace,Arsenal,christian benteke,james tomkins,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn28,28,32,"Offside, Arsenal. Olivier Giroud tries a through ball, but Nacho Monreal is caught offside.",9,13,1,Arsenal,Crystal Palace,nacho monreal,olivier giroud,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn29,29,34,"Attempt missed. Alexis Sanchez (Arsenal) right footed shot from the left side of the box is close, but misses to the right. Assisted by Lucas Perez.",1,12,1,Arsenal,Crystal Palace,alexis sanchez,lucas perez,NA,NA,9,2,0,9,1,1,1,0
dvziVSSn/,dvziVSSn30,30,37,Attempt saved. Yohan Cabaye (Crystal Palace) right footed shot from the left side of the box is saved in the centre of the goal. Assisted by Joel Ward.,1,12,2,Crystal Palace,Arsenal,yohan cabaye,joel ward,NA,NA,5,1,0,9,1,1,1,0
dvziVSSn/,dvziVSSn31,31,42,Foul by Olivier Giroud (Arsenal).,3,NA,1,Arsenal,Crystal Palace,olivier giroud,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn32,32,42,Wilfried Zaha (Crystal Palace) wins a free kick in the defensive half.,8,NA,2,Crystal Palace,Arsenal,wilfried zaha,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
dvziVSSn/,dvziVSSn33,33,45,Attempt saved. Alexis Sanchez (Arsenal) right footed shot from outside the box is saved in the centre of the goal. Assisted by Olivier Giroud.,1,12,1,Arsenal,Crystal Palace,alexis sanchez,olivier giroud,NA,NA,5,1,0,15,1,1,1,0
dvziVSSn/,dvziVSSn34,34,45,Attempt saved. Alexis Sanchez (Arsenal) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by Alex Iwobi.,1,12,1,Arsenal,Crystal Palace,alexis sanchez,alex iwobi,NA,NA,3,1,0,3,1,1,1,0
dvziVSSn/,dvziVSSn35,35,45,Attempt saved. Lucas Perez (Arsenal) left footed shot from outside the box is saved in the bottom right corner. Assisted by Hector Bellerin.,1,12,1,Arsenal,Crystal Palace,lucas perez,hector bellerin,NA,NA,4,1,0,15,2,1,1,0
dvziVSSn/,dvziVSSn39,39,47,"Attempt missed. Christian Benteke (Crystal Palace) header from the centre of the box is close, but misses to the right. Assisted by Andros Townsend with a cross.",1,12,2,Crystal Palace,Arsenal,christian benteke,andros townsend,NA,NA,9,2,0,3,3,2,1,0
dvziVSSn/,dvziVSSn40,40,48,Attempt blocked. Lucas Perez (Arsenal) left footed shot from a difficult angle on the left is blocked. Assisted by Alexis Sanchez with a through ball.,1,12,1,Arsenal,Crystal Palace,lucas perez,alexis sanchez,NA,NA,2,3,0,7,2,4,1,0
dvziVSSn/,dvziVSSn41,41,48,"Corner,  Arsenal. Conceded by Scott Dann.",2,NA,1,Arsenal,Crystal Palace,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn42,42,49,Attempt blocked. Alex Iwobi (Arsenal) left footed shot from the centre of the box is blocked.,1,NA,1,Arsenal,Crystal Palace,alex iwobi,NA,NA,NA,2,3,0,3,2,0,1,0
dvziVSSn/,dvziVSSn43,43,49,Attempt blocked. Alexis Sanchez (Arsenal) right footed shot from the centre of the box is blocked.,1,NA,1,Arsenal,Crystal Palace,alexis sanchez,NA,NA,NA,2,3,0,3,1,0,1,0
dvziVSSn/,dvziVSSn44,44,49,Attempt missed. Mohamed Elneny (Arsenal) right footed shot from outside the box is too high following a corner.,1,NA,1,Arsenal,Crystal Palace,mohamed elneny,NA,NA,NA,10,2,0,15,1,0,3,0
dvziVSSn/,dvziVSSn45,45,50,"Corner,  Arsenal. Conceded by Scott Dann.",2,NA,1,Arsenal,Crystal Palace,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn46,46,52,Foul by Alexis Sanchez (Arsenal).,3,NA,1,Arsenal,Crystal Palace,alexis sanchez,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn47,47,52,Jason Puncheon (Crystal Palace) wins a free kick in the defensive half.,8,NA,2,Crystal Palace,Arsenal,jason puncheon,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
dvziVSSn/,dvziVSSn48,48,56,Attempt blocked. Alexis Sanchez (Arsenal) right footed shot from the left side of the box is blocked. Assisted by Alex Iwobi.,1,12,1,Arsenal,Crystal Palace,alexis sanchez,alex iwobi,NA,NA,2,3,0,9,1,1,1,0
dvziVSSn/,dvziVSSn49,49,56,"Goal!  Arsenal 2, Crystal Palace 0. Alex Iwobi (Arsenal) header from the left side of the six yard box to the top right corner.",1,NA,1,Arsenal,Crystal Palace,alex iwobi,NA,NA,NA,13,1,1,10,3,0,1,0
dvziVSSn/,dvziVSSn50,50,57,Alexis Sanchez (Arsenal) wins a free kick in the defensive half.,8,NA,1,Arsenal,Crystal Palace,alexis sanchez,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
dvziVSSn/,dvziVSSn51,51,57,Foul by Jason Puncheon (Crystal Palace).,3,NA,2,Crystal Palace,Arsenal,jason puncheon,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn52,52,59,"Corner,  Crystal Palace. Conceded by Nacho Monreal.",2,NA,2,Crystal Palace,Arsenal,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn53,53,60,Attempt saved. Christian Benteke (Crystal Palace) header from the centre of the box is saved in the bottom right corner. Assisted by Jason Puncheon with a cross.,1,12,2,Crystal Palace,Arsenal,christian benteke,jason puncheon,NA,NA,4,1,0,3,3,2,1,0
dvziVSSn/,dvziVSSn54,54,60,Attempt saved. Yohan Cabaye (Crystal Palace) right footed shot from outside the box is saved in the centre of the goal.,1,NA,2,Crystal Palace,Arsenal,yohan cabaye,NA,NA,NA,5,1,0,15,1,0,1,0
dvziVSSn/,dvziVSSn55,55,60,"Corner,  Crystal Palace. Conceded by Petr Cech.",2,NA,2,Crystal Palace,Arsenal,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn56,56,60,Attempt blocked. Andros Townsend (Crystal Palace) left footed shot from outside the box is blocked.,1,NA,2,Crystal Palace,Arsenal,andros townsend,NA,NA,NA,2,3,0,15,2,0,1,0
dvziVSSn/,dvziVSSn57,57,61,Attempt saved. Andros Townsend (Crystal Palace) left footed shot from outside the box is saved in the bottom left corner. Assisted by Yohan Cabaye.,1,12,2,Crystal Palace,Arsenal,andros townsend,yohan cabaye,NA,NA,3,1,0,15,2,1,1,0
dvziVSSn/,dvziVSSn58,58,62,Alexis Sanchez (Arsenal) wins a free kick on the left wing.,8,NA,1,Arsenal,Crystal Palace,alexis sanchez,NA,NA,NA,NA,NA,0,4,NA,0,NA,0
dvziVSSn/,dvziVSSn59,59,62,Foul by Jason Puncheon (Crystal Palace).,3,NA,2,Crystal Palace,Arsenal,jason puncheon,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn60,60,64,"Corner,  Crystal Palace. Conceded by Petr Cech.",2,NA,2,Crystal Palace,Arsenal,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn61,61,65,Attempt missed. Wilfried Zaha (Crystal Palace) right footed shot from the left side of the box is high and wide to the right. Assisted by Jason Puncheon.,1,12,2,Crystal Palace,Arsenal,wilfried zaha,jason puncheon,NA,NA,6,2,0,9,1,1,1,0
dvziVSSn/,dvziVSSn62,62,65,"Substitution, Crystal Palace. Jordon Mutch replaces Yohan Cabaye.",7,NA,2,Crystal Palace,Arsenal,NA,NA,jordon mutch,yohan cabaye,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn63,63,66,Foul by Lucas Perez (Arsenal).,3,NA,1,Arsenal,Crystal Palace,lucas perez,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn64,64,66,Joel Ward (Crystal Palace) wins a free kick in the defensive half.,8,NA,2,Crystal Palace,Arsenal,joel ward,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
dvziVSSn/,dvziVSSn65,65,68,"Offside, Crystal Palace. Wayne Hennessey tries a through ball, but Christian Benteke is caught offside.",9,13,2,Crystal Palace,Arsenal,christian benteke,wayne hennessey,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn66,66,70,Attempt blocked. Granit Xhaka (Arsenal) left footed shot from outside the box is blocked.,1,NA,1,Arsenal,Crystal Palace,granit xhaka,NA,NA,NA,2,3,0,15,2,0,1,0
dvziVSSn/,dvziVSSn67,67,70,"Corner,  Arsenal. Conceded by Martin Kelly.",2,NA,1,Arsenal,Crystal Palace,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn68,68,71,Attempt blocked. Granit Xhaka (Arsenal) left footed shot from the left side of the box is blocked. Assisted by Alexis Sanchez.,1,12,1,Arsenal,Crystal Palace,granit xhaka,alexis sanchez,NA,NA,2,3,0,9,2,1,1,0
dvziVSSn/,dvziVSSn69,69,71,"Corner,  Arsenal. Conceded by Jordon Mutch.",2,NA,1,Arsenal,Crystal Palace,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn70,70,71,"Substitution, Crystal Palace. Lee Chung-yong replaces Andros Townsend.",7,NA,2,Crystal Palace,Arsenal,NA,NA,lee chungyong,andros townsend,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn71,71,71,Foul by Olivier Giroud (Arsenal).,3,NA,1,Arsenal,Crystal Palace,olivier giroud,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn72,72,71,Scott Dann (Crystal Palace) wins a free kick in the defensive half.,8,NA,2,Crystal Palace,Arsenal,scott dann,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
dvziVSSn/,dvziVSSn73,73,72,"Substitution, Arsenal. Francis Coquelin replaces Mohamed Elneny.",7,NA,1,Arsenal,Crystal Palace,NA,NA,francis coquelin,mohamed elneny,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn74,74,72,"Substitution, Arsenal. Aaron Ramsey replaces Lucas Perez.",7,NA,1,Arsenal,Crystal Palace,NA,NA,aaron ramsey,lucas perez,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn75,75,73,Foul by Francis Coquelin (Arsenal).,3,NA,1,Arsenal,Crystal Palace,francis coquelin,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn76,76,73,Lee Chung-yong (Crystal Palace) wins a free kick in the attacking half.,8,NA,2,Crystal Palace,Arsenal,lee chungyong,NA,NA,NA,NA,NA,0,1,NA,0,NA,0
dvziVSSn/,dvziVSSn77,77,75,Foul by Joel Ward (Crystal Palace).,3,NA,2,Crystal Palace,Arsenal,joel ward,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn78,78,75,Hector Bellerin (Arsenal) wins a free kick in the attacking half.,8,NA,1,Arsenal,Crystal Palace,hector bellerin,NA,NA,NA,NA,NA,0,1,NA,0,NA,0
dvziVSSn/,dvziVSSn79,79,76,Attempt blocked. Alexis Sanchez (Arsenal) right footed shot from outside the box is blocked.,1,NA,1,Arsenal,Crystal Palace,alexis sanchez,NA,NA,NA,2,3,0,15,1,0,1,0
dvziVSSn/,dvziVSSn80,80,77,"Substitution, Arsenal. Alex Oxlade-Chamberlain replaces Alex Iwobi.",7,NA,1,Arsenal,Crystal Palace,NA,NA,alex oxladechamberlain,alex iwobi,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn81,81,77,"Substitution, Crystal Palace. Fraizer Campbell replaces Christian Benteke.",7,NA,2,Crystal Palace,Arsenal,NA,NA,fraizer campbell,christian benteke,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn82,82,83,Foul by Nacho Monreal (Arsenal).,3,NA,1,Arsenal,Crystal Palace,nacho monreal,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn83,83,83,Wilfried Zaha (Crystal Palace) wins a free kick in the attacking half.,8,NA,2,Crystal Palace,Arsenal,wilfried zaha,NA,NA,NA,NA,NA,0,1,NA,0,NA,0
dvziVSSn/,dvziVSSn84,84,83,Nacho Monreal (Arsenal) is shown the yellow card for a bad foul.,4,NA,1,Arsenal,Crystal Palace,nacho monreal,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn85,85,88,"Attempt missed. Aaron Ramsey (Arsenal) right footed shot from the centre of the box is close, but misses to the right. Assisted by Alex Oxlade-Chamberlain.",1,12,1,Arsenal,Crystal Palace,aaron ramsey,alex oxladechamberlain,NA,NA,9,2,0,3,1,1,1,0
dvziVSSn/,dvziVSSn86,86,90,Aaron Ramsey (Arsenal) wins a free kick on the right wing.,8,NA,1,Arsenal,Crystal Palace,aaron ramsey,NA,NA,NA,NA,NA,0,5,NA,0,NA,0
dvziVSSn/,dvziVSSn87,87,90,Foul by James Tomkins (Crystal Palace).,3,NA,2,Crystal Palace,Arsenal,james tomkins,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn88,88,90,James Tomkins (Crystal Palace) is shown the yellow card for a bad foul.,4,NA,2,Crystal Palace,Arsenal,james tomkins,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn89,89,90,"Corner,  Arsenal. Conceded by James Tomkins.",2,NA,1,Arsenal,Crystal Palace,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
dvziVSSn/,dvziVSSn90,90,91,Attempt blocked. Granit Xhaka (Arsenal) left footed shot from outside the box is blocked. Assisted by Alexis Sanchez.,1,12,1,Arsenal,Crystal Palace,granit xhaka,alexis sanchez,NA,NA,2,3,0,15,2,1,1,0
dvziVSSn/,dvziVSSn91,91,93,Attempt saved. Alex Oxlade-Chamberlain (Arsenal) left footed shot from the centre of the box is saved in the bottom left corner. Assisted by Alexis Sanchez.,1,12,1,Arsenal,Crystal Palace,alex oxladechamberlain,alexis sanchez,NA,NA,3,1,0,3,2,1,1,0
pbySWu4i/,pbySWu4i3,3,1,Danny Rose (Tottenham Hotspur) wins a free kick on the left wing.,8,NA,2,Tottenham,Watford,danny rose,NA,NA,NA,NA,NA,0,4,NA,0,NA,0
pbySWu4i/,pbySWu4i4,4,1,Foul by Nordin Amrabat (Watford).,3,NA,1,Watford,Tottenham,nordin amrabat,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
pbySWu4i/,pbySWu4i5,5,2,"Offside, Tottenham Hotspur. Christian Eriksen tries a through ball, but Harry Kane is caught offside.",9,13,2,Tottenham,Watford,harry kane,christian eriksen,NA,NA,NA,NA,0,NA,NA,0,NA,0
pbySWu4i/,pbySWu4i6,6,7,Attempt saved. Son Heung-Min (Tottenham Hotspur) left footed shot from outside the box is saved in the centre of the goal. Assisted by Christian Eriksen.,1,12,2,Tottenham,Watford,son heungmin,christian eriksen,NA,NA,5,1,0,15,2,1,1,0
pbySWu4i/,pbySWu4i7,7,7,"Offside, Watford. Craig Cathcart tries a through ball, but Troy Deeney is caught offside.",9,13,1,Watford,Tottenham,troy deeney,craig cathcart,NA,NA,NA,NA,0,NA,NA,0,NA,0
pbySWu4i/,pbySWu4i8,8,8,Danny Rose (Tottenham Hotspur) wins a free kick in the attacking half.,8,NA,2,Tottenham,Watford,danny rose,NA,NA,NA,NA,NA,0,1,NA,0,NA,0
pbySWu4i/,pbySWu4i9,9,8,Foul by Nordin Amrabat (Watford).,3,NA,1,Watford,Tottenham,nordin amrabat,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
pbySWu4i/,pbySWu4i10,10,9,"Corner,  Tottenham Hotspur. Conceded by Sebastian Prodl.",2,NA,2,Tottenham,Watford,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
pbySWu4i/,pbySWu4i11,11,11,Attempt missed. Christian Eriksen (Tottenham Hotspur) left footed shot from the centre of the box misses to the left. Assisted by Danny Rose.,1,12,2,Tottenham,Watford,christian eriksen,danny rose,NA,NA,8,2,0,3,2,1,1,0
pbySWu4i/,pbySWu4i12,12,11,"Corner,  Tottenham Hotspur. Conceded by Etienne Capoue.",2,NA,2,Tottenham,Watford,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
pbySWu4i/,pbySWu4i13,13,11,"Attempt missed. Toby Alderweireld (Tottenham Hotspur) header from the right side of the six yard box is close, but misses to the right. Assisted by Danny Rose with a cross following a corner.",1,12,2,Tottenham,Watford,toby alderweireld,danny rose,NA,NA,9,2,0,12,3,2,3,0
pbySWu4i/,pbySWu4i14,14,14,Attempt missed. Harry Kane (Tottenham Hotspur) right footed shot from outside the box misses to the right. Assisted by Danny Rose.,1,12,2,Tottenham,Watford,harry kane,danny rose,NA,NA,9,2,0,15,1,1,1,0
pbySWu4i/,pbySWu4i15,15,16,Danny Rose (Tottenham Hotspur) wins a free kick in the defensive half.,8,NA,2,Tottenham,Watford,danny rose,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
pbySWu4i/,pbySWu4i16,16,16,Foul by Etienne Capoue (Watford).,3,NA,1,Watford,Tottenham,etienne capoue,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
pbySWu4i/,pbySWu4i17,17,17,"Offside, Watford. Sebastian Prodl tries a through ball, but Jose Holebas is caught offside.",9,13,1,Watford,Tottenham,jose holebas,sebastian prodl,NA,NA,NA,NA,0,NA,NA,0,NA,0
pbySWu4i/,pbySWu4i18,18,20,Hand ball by Kieran Trippier (Tottenham Hotspur).,10,NA,2,Tottenham,Watford,kieran trippier,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
pbySWu4i/,pbySWu4i19,19,23,Attempt missed. Danny Rose (Tottenham Hotspur) right footed shot from the centre of the box is too high. Assisted by Christian Eriksen.,1,12,2,Tottenham,Watford,danny rose,christian eriksen,NA,NA,10,2,0,3,1,1,1,0
pbySWu4i/,pbySWu4i20,20,25,Attempt missed. Christian Eriksen (Tottenham Hotspur) left footed shot from outside the box is just a bit too high. Assisted by Son Heung-Min.,1,12,2,Tottenham,Watford,christian eriksen,son heungmin,NA,NA,1,2,0,15,2,1,1,0
pbySWu4i/,pbySWu4i21,21,27,Dele Alli (Tottenham Hotspur) hits the bar with a right footed shot from outside the box. Assisted by Son Heung-Min.,1,12,2,Tottenham,Watford,dele alli,son heungmin,NA,NA,7,4,0,15,1,1,1,0
pbySWu4i/,pbySWu4i22,22,27,"Goal!  Watford 0, Tottenham Hotspur 1. Harry Kane (Tottenham Hotspur) right footed shot from a difficult angle on the right to the bottom right corner. Assisted by Kieran Trippier.",1,12,2,Tottenham,Watford,harry kane,kieran trippier,NA,NA,4,1,1,8,1,1,1,0
pbySWu4i/,pbySWu4i23,23,28,Attempt blocked. Abdoulaye Doucoure (Watford) right footed shot from outside the box is blocked.,1,NA,1,Watford,Tottenham,abdoulaye doucoure,NA,NA,NA,2,3,0,15,1,0,1,0
pbySWu4i/,pbySWu4i24,24,29,Attempt blocked. Dele Alli (Tottenham Hotspur) right footed shot from the right side of the box is blocked. Assisted by Harry Kane.,1,12,2,Tottenham,Watford,dele alli,harry kane,NA,NA,2,3,0,11,1,1,1,0
pbySWu4i/,pbySWu4i25,25,32,Attempt blocked. Son Heung-Min (Tottenham Hotspur) left footed shot from outside the box is blocked. Assisted by Christian Eriksen.,1,12,2,Tottenham,Watford,son heungmin,christian eriksen,NA,NA,2,3,0,15,2,1,1,0
pbySWu4i/,pbySWu4i26,26,33,"Goal!  Watford 0, Tottenham Hotspur 2. Harry Kane (Tottenham Hotspur) right footed shot from very close range to the top right corner. Assisted by Kieran Trippier with a cross.",1,12,2,Tottenham,Watford,harry kane,kieran trippier,NA,NA,13,1,1,13,1,2,1,0
pbySWu4i/,pbySWu4i27,27,34,Attempt blocked. Nordin Amrabat (Watford) left footed shot from the right side of the box is blocked. Assisted by Jose Holebas.,1,12,1,Watford,Tottenham,nordin amrabat,jose holebas,NA,NA,2,3,0,11,2,1,1,0
pbySWu4i/,pbySWu4i28,28,35,"Offside, Watford. Nordin Amrabat tries a through ball, but Odion Ighalo is caught offside.",9,13,1,Watford,Tottenham,odion ighalo,nordin amrabat,NA,NA,NA,NA,0,NA,NA,0,NA,0
pbySWu4i/,pbySWu4i29,29,35,Foul by Victor Wanyama (Tottenham Hotspur).,3,NA,2,Tottenham,Watford,victor wanyama,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
pbySWu4i/,pbySWu4i30,30,35,Nordin Amrabat (Watford) wins a free kick in the attacking half.,8,NA,1,Watford,Tottenham,nordin amrabat,NA,NA,NA,NA,NA,0,1,NA,0,NA,0
pbySWu4i/,pbySWu4i31,31,39,Foul by Craig Cathcart (Watford).,3,NA,1,Watford,Tottenham,craig cathcart,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
pbySWu4i/,pbySWu4i32,32,39,Kevin Wimmer (Tottenham Hotspur) wins a free kick on the left wing.,8,NA,2,Tottenham,Watford,kevin wimmer,NA,NA,NA,NA,NA,0,4,NA,0,NA,0
pbySWu4i/,pbySWu4i33,33,39,"Attempt missed. Son Heung-Min (Tottenham Hotspur) left footed shot from the centre of the box is close, but misses to the left. Assisted by Christian Eriksen with a cross following a set piece situation.",1,12,2,Tottenham,Watford,son heungmin,christian eriksen,NA,NA,8,2,0,3,2,2,2,0
pbySWu4i/,pbySWu4i34,34,41,"Goal!  Watford 0, Tottenham Hotspur 3. Dele Alli (Tottenham Hotspur) right footed shot from the centre of the box to the bottom right corner.",1,NA,2,Tottenham,Watford,dele alli,NA,NA,NA,4,1,1,3,1,0,1,0
