id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
EXNkM0mS/,EXNkM0mS84,84,76,"Attempt missed. Oscar Duarte (Espanyol) header from the right side of the six yard box is close, but misses to the right. Assisted by Reyes with a cross following a corner.",1,12,2,Espanyol,Valencia,oscar duarte,reyes,NA,NA,9,2,0,12,3,2,3,0
EXNkM0mS/,EXNkM0mS85,85,80,Foul by Aaron Martin (Espanyol).,3,NA,2,Espanyol,Valencia,aaron martin,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
EXNkM0mS/,EXNkM0mS86,86,80,Martin Montoya (Valencia) wins a free kick on the right wing.,8,NA,1,Valencia,Espanyol,martin montoya,NA,NA,NA,NA,NA,0,5,NA,0,NA,0
EXNkM0mS/,EXNkM0mS87,87,81,Attempt missed. Carlos Soler (Valencia) right footed shot from outside the box is high and wide to the right following a set piece situation.,1,NA,1,Valencia,Espanyol,carlos soler,NA,NA,NA,6,2,0,15,1,0,2,0
EXNkM0mS/,EXNkM0mS88,88,82,Foul by Nani (Valencia).,3,NA,1,Valencia,Espanyol,nani,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
EXNkM0mS/,EXNkM0mS89,89,82,Oscar Duarte (Espanyol) wins a free kick in the defensive half.,8,NA,2,Espanyol,Valencia,oscar duarte,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
EXNkM0mS/,EXNkM0mS90,90,85,"Corner,  Espanyol. Conceded by Aderlan Santos.",2,NA,2,Espanyol,Valencia,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
EXNkM0mS/,EXNkM0mS91,91,85,Attempt saved. Gerard Moreno (Espanyol) header from the centre of the box is saved in the top centre of the goal. Assisted by Reyes with a cross.,1,12,2,Espanyol,Valencia,gerard moreno,reyes,NA,NA,11,1,0,3,3,2,1,0
EXNkM0mS/,EXNkM0mS92,92,85,"Goal!  Valencia 2, Espanyol 1. David Lopez (Espanyol) right footed shot from very close range to the top left corner following a corner.",1,NA,2,Espanyol,Valencia,david lopez,NA,NA,NA,12,1,1,13,1,0,3,0
EXNkM0mS/,EXNkM0mS93,93,86,"Offside, Valencia. Joao Cancelo tries a through ball, but Nani is caught offside.",9,13,1,Valencia,Espanyol,nani,joao cancelo,NA,NA,NA,NA,0,NA,NA,0,NA,0
EXNkM0mS/,EXNkM0mS94,94,88,Foul by Diego Reyes (Espanyol).,3,NA,2,Espanyol,Valencia,diego reyes,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
EXNkM0mS/,EXNkM0mS95,95,88,Santi Mina (Valencia) wins a free kick on the left wing.,8,NA,1,Valencia,Espanyol,santi mina,NA,NA,NA,NA,NA,0,4,NA,0,NA,0
EXNkM0mS/,EXNkM0mS96,96,89,"Substitution, Valencia. Mario Suarez replaces Aderlan Santos.",7,NA,1,Valencia,Espanyol,NA,NA,mario suarez,aderlan santos,NA,NA,0,NA,NA,0,NA,0
EXNkM0mS/,EXNkM0mS97,97,90,Hand ball by Martin Montoya (Valencia).,10,NA,1,Valencia,Espanyol,martin montoya,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
EXNkM0mS/,EXNkM0mS98,98,91,Foul by Martin Montoya (Valencia).,3,NA,1,Valencia,Espanyol,martin montoya,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
EXNkM0mS/,EXNkM0mS99,99,91,Javi Fuego (Espanyol) wins a free kick in the defensive half.,8,NA,2,Espanyol,Valencia,javi fuego,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
EXNkM0mS/,EXNkM0mS100,100,93,"Substitution, Valencia. Zakaria Bakkali replaces Santi Mina.",7,NA,1,Valencia,Espanyol,NA,NA,zakaria bakkali,santi mina,NA,NA,0,NA,NA,0,NA,0
EXNkM0mS/,EXNkM0mS101,101,93,Foul by Reyes (Espanyol).,3,NA,2,Espanyol,Valencia,reyes,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
EXNkM0mS/,EXNkM0mS102,102,93,Zakaria Bakkali (Valencia) wins a free kick in the defensive half.,8,NA,1,Valencia,Espanyol,zakaria bakkali,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
Gv9pP239/,Gv9pP2393,3,1,Asier Riesgo (Eibar) wins a free kick in the defensive half.,8,NA,2,Eibar,Sporting Gijon,asier riesgo,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
Gv9pP239/,Gv9pP2394,4,1,Foul by Isma Lopez (Sporting de Gijon).,3,NA,1,Sporting Gijon,Eibar,isma lopez,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP2395,5,2,Attempt saved. Carlos Castro (Sporting de Gijon) left footed shot from more than 35 yards is saved in the centre of the goal. Assisted by Nacho Cases.,1,12,1,Sporting Gijon,Eibar,carlos castro,nacho cases,NA,NA,5,1,0,17,2,1,1,0
Gv9pP239/,Gv9pP2396,6,3,Penalty Eibar. Adrian Gonzalez draws a foul in the penalty area.,11,NA,2,Eibar,Sporting Gijon,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP2397,7,3,Penalty conceded by Lillo (Sporting de Gijon) after a foul in the penalty area.,11,NA,1,Sporting Gijon,Eibar,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP2398,8,4,"Goal!  Sporting de Gijon 0, Eibar 1. Adrian Gonzalez (Eibar) converts the penalty with a left footed shot to the bottom left corner.",1,NA,2,Eibar,Sporting Gijon,adrian gonzalez,NA,NA,NA,3,1,1,14,2,0,2,0
Gv9pP239/,Gv9pP2399,9,9,"Goal!  Sporting de Gijon 1, Eibar 1. Carlos Carmona (Sporting de Gijon) right footed shot from outside the box to the centre of the goal.",1,NA,1,Sporting Gijon,Eibar,carlos carmona,NA,NA,NA,5,1,1,15,1,0,1,0
Gv9pP239/,Gv9pP23910,10,10,Attempt missed. Takashi Inui (Eibar) right footed shot from the centre of the box is high and wide to the right. Assisted by Pedro Leon.,1,12,2,Eibar,Sporting Gijon,takashi inui,pedro leon,NA,NA,6,2,0,3,1,1,1,0
Gv9pP239/,Gv9pP23911,11,12,Attempt blocked. Takashi Inui (Eibar) right footed shot from the left side of the box is blocked. Assisted by Sergi Enrich.,1,12,2,Eibar,Sporting Gijon,takashi inui,sergi enrich,NA,NA,2,3,0,9,1,1,1,0
Gv9pP239/,Gv9pP23912,12,12,Asier Riesgo (Eibar) wins a free kick in the defensive half.,8,NA,2,Eibar,Sporting Gijon,asier riesgo,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
Gv9pP239/,Gv9pP23913,13,12,Foul by Carlos Carmona (Sporting de Gijon).,3,NA,1,Sporting Gijon,Eibar,carlos carmona,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23917,17,15,Foul by Fernando Amorebieta (Sporting de Gijon).,3,NA,1,Sporting Gijon,Eibar,fernando amorebieta,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23918,18,15,Sergi Enrich (Eibar) wins a free kick in the attacking half.,8,NA,2,Eibar,Sporting Gijon,sergi enrich,NA,NA,NA,NA,NA,0,1,NA,0,NA,0
Gv9pP239/,Gv9pP23919,19,15,Fernando Amorebieta (Sporting de Gijon) is shown the yellow card for a bad foul.,4,NA,1,Sporting Gijon,Eibar,fernando amorebieta,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23920,20,17,Attempt saved. Pedro Leon (Eibar) right footed shot from outside the box is saved in the centre of the goal.,1,NA,2,Eibar,Sporting Gijon,pedro leon,NA,NA,NA,5,1,0,15,1,0,1,0
Gv9pP239/,Gv9pP23921,21,17,Ander Capa (Eibar) wins a free kick on the right wing.,8,NA,2,Eibar,Sporting Gijon,ander capa,NA,NA,NA,NA,NA,0,5,NA,0,NA,0
Gv9pP239/,Gv9pP23922,22,17,Foul by Fernando Amorebieta (Sporting de Gijon).,3,NA,1,Sporting Gijon,Eibar,fernando amorebieta,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23923,23,18,Adrian Gonzalez (Eibar) hits the left post with a header from the centre of the box. Assisted by Pedro Leon with a cross following a set piece situation.,1,12,2,Eibar,Sporting Gijon,adrian gonzalez,pedro leon,NA,NA,7,4,0,3,3,2,2,0
Gv9pP239/,Gv9pP23924,24,18,"Corner,  Eibar. Conceded by Sergio Alvarez.",2,NA,2,Eibar,Sporting Gijon,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23925,25,19,"Corner,  Eibar. Conceded by Carlos Carmona.",2,NA,2,Eibar,Sporting Gijon,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23926,26,19,Attempt missed. Dani Garcia (Eibar) right footed shot from outside the box is high and wide to the right following a corner.,1,NA,2,Eibar,Sporting Gijon,dani garcia,NA,NA,NA,6,2,0,15,1,0,3,0
Gv9pP239/,Gv9pP23927,27,21,Attempt saved. Adrian Gonzalez (Eibar) left footed shot from outside the box is saved in the centre of the goal.,1,NA,2,Eibar,Sporting Gijon,adrian gonzalez,NA,NA,NA,5,1,0,15,2,0,1,0
Gv9pP239/,Gv9pP23928,28,21,"Goal!  Sporting de Gijon 1, Eibar 2. Pedro Leon (Eibar) right footed shot from the centre of the box to the centre of the goal.",1,NA,2,Eibar,Sporting Gijon,pedro leon,NA,NA,NA,5,1,1,3,1,0,1,0
Gv9pP239/,Gv9pP23929,29,22,Foul by Pedro Leon (Eibar).,3,NA,2,Eibar,Sporting Gijon,pedro leon,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23930,30,22,Nacho Cases (Sporting de Gijon) wins a free kick in the defensive half.,8,NA,1,Sporting Gijon,Eibar,nacho cases,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
Gv9pP239/,Gv9pP23931,31,23,Attempt blocked. Pedro Leon (Eibar) left footed shot from outside the box is blocked. Assisted by Adrian Gonzalez.,1,12,2,Eibar,Sporting Gijon,pedro leon,adrian gonzalez,NA,NA,2,3,0,15,2,1,1,0
Gv9pP239/,Gv9pP23932,32,23,Attempt saved. Adrian Gonzalez (Eibar) left footed shot from outside the box is saved in the centre of the goal.,1,NA,2,Eibar,Sporting Gijon,adrian gonzalez,NA,NA,NA,5,1,0,15,2,0,1,0
Gv9pP239/,Gv9pP23933,33,23,"Goal!  Sporting de Gijon 1, Eibar 3. Antonio Luna (Eibar) left footed shot from very close range to the centre of the goal.",1,NA,2,Eibar,Sporting Gijon,antonio luna,NA,NA,NA,5,1,1,13,2,0,1,0
Gv9pP239/,Gv9pP23934,34,26,"Substitution, Eibar. Yoel Rodriguez replaces Asier Riesgo because of an injury.",7,NA,2,Eibar,Sporting Gijon,NA,NA,yoel rodriguez,asier riesgo,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23935,35,28,Attempt blocked. Douglas (Sporting de Gijon) right footed shot from the right side of the box is blocked. Assisted by Carlos Carmona with a headed pass.,1,12,1,Sporting Gijon,Eibar,douglas,carlos carmona,NA,NA,2,3,0,11,1,3,1,0
Gv9pP239/,Gv9pP23936,36,28,Douglas (Sporting de Gijon) wins a free kick on the right wing.,8,NA,1,Sporting Gijon,Eibar,douglas,NA,NA,NA,NA,NA,0,5,NA,0,NA,0
Gv9pP239/,Gv9pP23937,37,28,Foul by Takashi Inui (Eibar).,3,NA,2,Eibar,Sporting Gijon,takashi inui,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23938,38,29,Ander Capa (Eibar) wins a free kick on the right wing.,8,NA,2,Eibar,Sporting Gijon,ander capa,NA,NA,NA,NA,NA,0,5,NA,0,NA,0
Gv9pP239/,Gv9pP23939,39,29,Foul by Moi Gomez (Sporting de Gijon).,3,NA,1,Sporting Gijon,Eibar,moi gomez,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23940,40,30,Foul by Pedro Leon (Eibar).,3,NA,2,Eibar,Sporting Gijon,pedro leon,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23941,41,30,Isma Lopez (Sporting de Gijon) wins a free kick in the defensive half.,8,NA,1,Sporting Gijon,Eibar,isma lopez,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
Gv9pP239/,Gv9pP23942,42,33,Douglas (Sporting de Gijon) wins a free kick in the attacking half.,8,NA,1,Sporting Gijon,Eibar,douglas,NA,NA,NA,NA,NA,0,1,NA,0,NA,0
Gv9pP239/,Gv9pP23943,43,33,Foul by Adrian Gonzalez (Eibar).,3,NA,2,Eibar,Sporting Gijon,adrian gonzalez,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23944,44,35,"Corner,  Sporting de Gijon. Conceded by Dani Garcia.",2,NA,1,Sporting Gijon,Eibar,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23945,45,38,"Offside, Sporting de Gijon. Isma Lopez tries a through ball, but Moi Gomez is caught offside.",9,13,1,Sporting Gijon,Eibar,moi gomez,isma lopez,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23948,48,45,Takashi Inui (Eibar) is shown the yellow card.,4,NA,2,Eibar,Sporting Gijon,takashi inui,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23949,49,45,Carlos Carmona (Sporting de Gijon) is shown the yellow card.,4,NA,1,Sporting Gijon,Eibar,carlos carmona,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23954,54,45,"Substitution, Sporting de Gijon. Akram Afif replaces Moi Gomez.",7,NA,1,Sporting Gijon,Eibar,NA,NA,akram afif,moi gomez,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23955,55,48,Attempt blocked. Sergi Enrich (Eibar) right footed shot from outside the box is blocked. Assisted by Gonzalo Escalante.,1,12,2,Eibar,Sporting Gijon,sergi enrich,gonzalo escalante,NA,NA,2,3,0,15,1,1,1,0
Gv9pP239/,Gv9pP23956,56,48,"Corner,  Eibar. Conceded by Douglas.",2,NA,2,Eibar,Sporting Gijon,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23957,57,48,Attempt missed. Takashi Inui (Eibar) right footed shot from the centre of the box is just a bit too high following a corner.,1,NA,2,Eibar,Sporting Gijon,takashi inui,NA,NA,NA,1,2,0,3,1,0,3,0
Gv9pP239/,Gv9pP23958,58,50,Attempt saved. Sergi Enrich (Eibar) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Takashi Inui.,1,12,2,Eibar,Sporting Gijon,sergi enrich,takashi inui,NA,NA,5,1,0,3,2,1,1,0
Gv9pP239/,Gv9pP23959,59,55,"Substitution, Sporting de Gijon. Jean-Sylvain Babin replaces Douglas because of an injury.",7,NA,1,Sporting Gijon,Eibar,NA,NA,jeansylvain babin,douglas,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23960,60,56,"Corner,  Sporting de Gijon. Conceded by Pedro Leon.",2,NA,1,Sporting Gijon,Eibar,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23961,61,57,Foul by Dani Garcia (Eibar).,3,NA,2,Eibar,Sporting Gijon,dani garcia,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23962,62,57,Sergio Alvarez (Sporting de Gijon) wins a free kick on the right wing.,8,NA,1,Sporting Gijon,Eibar,sergio alvarez,NA,NA,NA,NA,NA,0,5,NA,0,NA,0
Gv9pP239/,Gv9pP23963,63,58,"Goal!  Sporting de Gijon 2, Eibar 3. Nacho Cases (Sporting de Gijon) left footed shot from outside the box to the bottom left corner following a set piece situation.",1,NA,1,Sporting Gijon,Eibar,nacho cases,NA,NA,NA,3,1,1,15,2,0,2,0
Gv9pP239/,Gv9pP23964,64,59,Foul by Jean-Sylvain Babin (Sporting de Gijon).,3,NA,1,Sporting Gijon,Eibar,jeansylvain babin,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23965,65,59,Takashi Inui (Eibar) wins a free kick on the left wing.,8,NA,2,Eibar,Sporting Gijon,takashi inui,NA,NA,NA,NA,NA,0,4,NA,0,NA,0
Gv9pP239/,Gv9pP23966,66,60,Akram Afif (Sporting de Gijon) wins a free kick in the defensive half.,8,NA,1,Sporting Gijon,Eibar,akram afif,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
Gv9pP239/,Gv9pP23968,68,61,"Attempt missed. Borja Viguera (Sporting de Gijon) right footed shot from the centre of the box is close, but misses to the right. Assisted by Carlos Castro.",1,12,1,Sporting Gijon,Eibar,borja viguera,carlos castro,NA,NA,9,2,0,3,1,1,1,0
Gv9pP239/,Gv9pP23969,69,62,Foul by Takashi Inui (Eibar).,3,NA,2,Eibar,Sporting Gijon,takashi inui,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23970,70,62,Sergio Alvarez (Sporting de Gijon) wins a free kick in the defensive half.,8,NA,1,Sporting Gijon,Eibar,sergio alvarez,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
Gv9pP239/,Gv9pP23971,71,64,Foul by Nacho Cases (Sporting de Gijon).,3,NA,1,Sporting Gijon,Eibar,nacho cases,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23972,72,64,Sergi Enrich (Eibar) wins a free kick on the left wing.,8,NA,2,Eibar,Sporting Gijon,sergi enrich,NA,NA,NA,NA,NA,0,4,NA,0,NA,0
Gv9pP239/,Gv9pP23973,73,64,Attempt missed. Sergi Enrich (Eibar) right footed shot from a difficult angle on the right is too high. Assisted by Pedro Leon with a cross following a set piece situation.,1,12,2,Eibar,Sporting Gijon,sergi enrich,pedro leon,NA,NA,10,2,0,8,1,2,2,0
Gv9pP239/,Gv9pP23974,74,65,"Substitution, Eibar. Fran Rico replaces Adrian Gonzalez.",7,NA,2,Eibar,Sporting Gijon,NA,NA,fran rico,adrian gonzalez,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23975,75,66,Akram Afif (Sporting de Gijon) wins a free kick on the left wing.,8,NA,1,Sporting Gijon,Eibar,akram afif,NA,NA,NA,NA,NA,0,4,NA,0,NA,0
Gv9pP239/,Gv9pP23976,76,66,Foul by Ander Capa (Eibar).,3,NA,2,Eibar,Sporting Gijon,ander capa,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23977,77,66,"Substitution, Sporting de Gijon. Ruben Sanchez replaces Carlos Castro.",7,NA,1,Sporting Gijon,Eibar,NA,NA,ruben sanchez,carlos castro,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23978,78,66,Attempt saved. Nacho Cases (Sporting de Gijon) right footed shot from outside the box is saved in the centre of the goal. Assisted by Akram Afif.,1,12,1,Sporting Gijon,Eibar,nacho cases,akram afif,NA,NA,5,1,0,15,1,1,1,0
Gv9pP239/,Gv9pP23979,79,69,Foul by Dani Garcia (Eibar).,3,NA,2,Eibar,Sporting Gijon,dani garcia,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23980,80,69,Nacho Cases (Sporting de Gijon) wins a free kick on the right wing.,8,NA,1,Sporting Gijon,Eibar,nacho cases,NA,NA,NA,NA,NA,0,5,NA,0,NA,0
Gv9pP239/,Gv9pP23981,81,70,Attempt missed. Ruben Sanchez (Sporting de Gijon) header from the left side of the box misses to the left. Assisted by Nacho Cases following a set piece situation.,1,12,1,Sporting Gijon,Eibar,ruben sanchez,nacho cases,NA,NA,8,2,0,9,3,1,2,0
Gv9pP239/,Gv9pP23982,82,70,"Offside, Eibar. Gonzalo Escalante tries a through ball, but Pedro Leon is caught offside.",9,13,2,Eibar,Sporting Gijon,pedro leon,gonzalo escalante,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23983,83,71,"Offside, Eibar. Pedro Leon tries a through ball, but Sergi Enrich is caught offside.",9,13,2,Eibar,Sporting Gijon,sergi enrich,pedro leon,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23984,84,72,Foul by Jean-Sylvain Babin (Sporting de Gijon).,3,NA,1,Sporting Gijon,Eibar,jeansylvain babin,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23985,85,72,Sergi Enrich (Eibar) wins a free kick in the attacking half.,8,NA,2,Eibar,Sporting Gijon,sergi enrich,NA,NA,NA,NA,NA,0,1,NA,0,NA,0
Gv9pP239/,Gv9pP23986,86,73,"Corner,  Eibar. Conceded by Sergio Alvarez.",2,NA,2,Eibar,Sporting Gijon,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23987,87,73,Attempt missed. Florian Lejeune (Eibar) header from the centre of the box misses to the right. Assisted by Pedro Leon with a cross following a corner.,1,12,2,Eibar,Sporting Gijon,florian lejeune,pedro leon,NA,NA,9,2,0,3,3,2,3,0
Gv9pP239/,Gv9pP23988,88,74,"Substitution, Eibar. Ruben Pena replaces Takashi Inui.",7,NA,2,Eibar,Sporting Gijon,NA,NA,ruben pena,takashi inui,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23989,89,74,Foul by Ruben Pena (Eibar).,3,NA,2,Eibar,Sporting Gijon,ruben pena,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23990,90,74,Nacho Cases (Sporting de Gijon) wins a free kick in the defensive half.,8,NA,1,Sporting Gijon,Eibar,nacho cases,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
Gv9pP239/,Gv9pP23991,91,76,"Attempt missed. Ruben Pena (Eibar) header from the centre of the box is close, but misses to the right. Assisted by Ander Capa with a cross.",1,12,2,Eibar,Sporting Gijon,ruben pena,ander capa,NA,NA,9,2,0,3,3,2,1,0
Gv9pP239/,Gv9pP23992,92,81,"Offside, Sporting de Gijon. Ruben Sanchez tries a through ball, but Carlos Carmona is caught offside.",9,13,1,Sporting Gijon,Eibar,carlos carmona,ruben sanchez,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23993,93,82,Foul by Ruben Pena (Eibar).,3,NA,2,Eibar,Sporting Gijon,ruben pena,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23994,94,82,Lillo (Sporting de Gijon) wins a free kick in the defensive half.,8,NA,1,Sporting Gijon,Eibar,lillo,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
Gv9pP239/,Gv9pP23995,95,85,Foul by Jean-Sylvain Babin (Sporting de Gijon).,3,NA,1,Sporting Gijon,Eibar,jeansylvain babin,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23996,96,85,Sergi Enrich (Eibar) wins a free kick in the defensive half.,8,NA,2,Eibar,Sporting Gijon,sergi enrich,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
Gv9pP239/,Gv9pP23997,97,86,Fernando Amorebieta (Sporting de Gijon) wins a free kick in the defensive half.,8,NA,1,Sporting Gijon,Eibar,fernando amorebieta,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
Gv9pP239/,Gv9pP23998,98,86,Foul by Pedro Leon (Eibar).,3,NA,2,Eibar,Sporting Gijon,pedro leon,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP23999,99,87,Foul by Pedro Leon (Eibar).,3,NA,2,Eibar,Sporting Gijon,pedro leon,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP239100,100,87,Isma Lopez (Sporting de Gijon) wins a free kick in the defensive half.,8,NA,1,Sporting Gijon,Eibar,isma lopez,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
Gv9pP239/,Gv9pP239101,101,88,Carlos Carmona (Sporting de Gijon) wins a free kick in the attacking half.,8,NA,1,Sporting Gijon,Eibar,carlos carmona,NA,NA,NA,NA,NA,0,1,NA,0,NA,0
Gv9pP239/,Gv9pP239102,102,88,Foul by Fran Rico (Eibar).,3,NA,2,Eibar,Sporting Gijon,fran rico,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP239103,103,89,Attempt missed. Fernando Amorebieta (Sporting de Gijon) header from the left side of the box misses to the left. Assisted by Carlos Carmona following a set piece situation.,1,12,1,Sporting Gijon,Eibar,fernando amorebieta,carlos carmona,NA,NA,8,2,0,9,3,1,2,0
Gv9pP239/,Gv9pP239104,104,90,Attempt missed. Fran Rico (Eibar) right footed shot from outside the box misses to the left. Assisted by Pedro Leon.,1,12,2,Eibar,Sporting Gijon,fran rico,pedro leon,NA,NA,8,2,0,15,1,1,1,0
Gv9pP239/,Gv9pP239105,105,91,Attempt blocked. Nacho Cases (Sporting de Gijon) left footed shot from outside the box is blocked. Assisted by Borja Viguera.,1,12,1,Sporting Gijon,Eibar,nacho cases,borja viguera,NA,NA,2,3,0,15,2,1,1,0
Gv9pP239/,Gv9pP239106,106,91,Akram Afif (Sporting de Gijon) wins a free kick on the left wing.,8,NA,1,Sporting Gijon,Eibar,akram afif,NA,NA,NA,NA,NA,0,4,NA,0,NA,0
Gv9pP239/,Gv9pP239107,107,91,Foul by Ander Capa (Eibar).,3,NA,2,Eibar,Sporting Gijon,ander capa,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP239108,108,91,Foul by Jean-Sylvain Babin (Sporting de Gijon).,3,NA,1,Sporting Gijon,Eibar,jeansylvain babin,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP239109,109,91,Mauro Dos Santos (Eibar) wins a free kick in the defensive half.,8,NA,2,Eibar,Sporting Gijon,mauro dos santos,NA,NA,NA,NA,NA,0,2,NA,0,NA,0
Gv9pP239/,Gv9pP239110,110,92,Sergio Alvarez (Sporting de Gijon) is shown the yellow card.,4,NA,1,Sporting Gijon,Eibar,sergio alvarez,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP239111,111,92,Foul by Jean-Sylvain Babin (Sporting de Gijon).,3,NA,1,Sporting Gijon,Eibar,jeansylvain babin,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP239112,112,92,Sergi Enrich (Eibar) wins a free kick in the attacking half.,8,NA,2,Eibar,Sporting Gijon,sergi enrich,NA,NA,NA,NA,NA,0,1,NA,0,NA,0
Gv9pP239/,Gv9pP239113,113,92,Jean-Sylvain Babin (Sporting de Gijon) is shown the yellow card.,4,NA,1,Sporting Gijon,Eibar,jeansylvain babin,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
Gv9pP239/,Gv9pP239114,114,93,Carlos Carmona (Sporting de Gijon) wins a free kick in the attacking half.,8,NA,1,Sporting Gijon,Eibar,carlos carmona,NA,NA,NA,NA,NA,0,1,NA,0,NA,0
Gv9pP239/,Gv9pP239115,115,93,Foul by Sergi Enrich (Eibar).,3,NA,2,Eibar,Sporting Gijon,sergi enrich,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
